id,brand,categories,ingredients,manufacturer,manufacturerNumber,name,text_corpus
432,Guayaki,"Beverages,Food,Grocery","proprietary blend: organic yerba mate (leaf),(air-dried),(fair trade ingredient),organic yerba mate (leaf),(extract),organic rose (hips),. other ingredients: purified water,organic cane sugar (fair trade ingredient),organic lemon juice concentrate and citric acid.",Guayaki,BG14007,Guayaki - Organic Yerba Mate Traditional Terere - 16 Oz.,"This product is a Guayaki - Organic Yerba Mate Traditional Terere - 16 Oz. from the brand Guayaki. It falls under the category of beverages,food,grocery and contains ingredients such as proprietary blend: organic yerba mate (leaf),(air-dried),(fair trade ingredient),organic yerba mate (leaf),(extract),organic rose (hips),. other ingredients: purified water,organic cane sugar (fair trade ingredient),organic lemon juice concentrate and citric acid.. It is manufactured by guayaki (manufacturer code: bg14007)."
433,Victoria,"Food,Canned Vegetables,Grocery","tomatoes,canola oil,italian olive oil,red wine vinegar,spices,sea salt,citric acid,sodium bisulfite (to retain color),and natural flavorings.",Victoria Fine Foods,141358,"Victoria Mediterranean Sun Dried Tomatoes With Pure Olive Oil, 7.5 Oz","This product is a Victoria Mediterranean Sun Dried Tomatoes With Pure Olive Oil, 7.5 Oz from the brand Victoria. It falls under the category of food,canned vegetables,grocery and contains ingredients such as tomatoes,canola oil,italian olive oil,red wine vinegar,spices,sea salt,citric acid,sodium bisulfite (to retain color),and natural flavorings.. It is manufactured by victoria fine foods (manufacturer code: 141358)."
434,COCO LIBRE,"Beverages,Food,Water,Grocery","organic coconut water from concentrate,organic pineapple juice concentrate,natural flavours.",COCO LIBRE,1232099,"Coco Libre Coconut Water, Organic, Flavored With Pineapple Juice","This product is a Coco Libre Coconut Water, Organic, Flavored With Pineapple Juice from the brand COCO LIBRE. It falls under the category of beverages,food,water,grocery and contains ingredients such as organic coconut water from concentrate,organic pineapple juice concentrate,natural flavours.. It is manufactured by coco libre (manufacturer code: 1232099)."
435,Miller Lite,"Beer,Beverages,Food,Grocery","water,hops,barley and yeast",Miller Brewing Company,MILLBR000000107,Miller Liteï¿½Ï¿½ Beer 6-12 Fl. Oz. Bottles,"This product is a Miller Liteï¿½Ï¿½ Beer 6-12 Fl. Oz. Bottles from the brand Miller Lite. It falls under the category of beer,beverages,food,grocery and contains ingredients such as water,hops,barley and yeast. It is manufactured by miller brewing company (manufacturer code: millbr000000107)."
436,Giuliano Foods,"Food,Pickles,Grocery","cucumbers,water,distilled vinegar,salt,peppers,onions,calcium chloride,natural flavors,sodium benzoate,yellow 5.",Giulianos' Specialty Foods,68116,"Giuliano Specialty Hot Jalapeno Dill Pickles, 16.0 Fl Oz","This product is a Giuliano Specialty Hot Jalapeno Dill Pickles, 16.0 Fl Oz from the brand Giuliano Foods. It falls under the category of food,pickles,grocery and contains ingredients such as cucumbers,water,distilled vinegar,salt,peppers,onions,calcium chloride,natural flavors,sodium benzoate,yellow 5.. It is manufactured by giulianos' specialty foods (manufacturer code: 68116)."
437,DASANI,"Beverages,Food,Water,Grocery","filtered water,magnesium sulfate,potassium chloride,salt (adds a negligible amount of sodium),.",Coca-Cola USA,COKESC090020198,"Dasani Purified Water Fridge Pack, 12 Oz  12Pk","This product is a Dasani Purified Water Fridge Pack, 12 Oz  12Pk from the brand DASANI. It falls under the category of beverages,food,water,grocery and contains ingredients such as filtered water,magnesium sulfate,potassium chloride,salt (adds a negligible amount of sodium),.. It is manufactured by coca-cola usa (manufacturer code: cokesc090020198)."
438,Maggi,"Soups,Food,Grocery","rice,salt,cornstarch,sugar,monosodium glutamate,partially hydrogenated palm oil,and less than 2 of onion powder,dehydrated chicken,chicken fat,spices,turmeric,disodium inosinate,garlic powder,natural flavors (including egg),l-cysteine,yeast extract,citric acid,succinic acid,artificial flavors,tbhq (preservative),.",Nestle,51600,Maggi Chicken Flavor Rice Soup Mix 2.11 Oz. Packet,"This product is a Maggi Chicken Flavor Rice Soup Mix 2.11 Oz. Packet from the brand Maggi. It falls under the category of soups,food,grocery and contains ingredients such as rice,salt,cornstarch,sugar,monosodium glutamate,partially hydrogenated palm oil,and less than 2 of onion powder,dehydrated chicken,chicken fat,spices,turmeric,disodium inosinate,garlic powder,natural flavors (including egg),l-cysteine,yeast extract,citric acid,succinic acid,artificial flavors,tbhq (preservative),.. It is manufactured by nestle (manufacturer code: 51600)."
439,Utz,"Chips,Food,Grocery","potatoes,cottonseed oil and salt.","UTZ Quality Foods, Inc.",4NX64F5F8CB8,"Utz Ripples Original Potato Chips, 3.5 Oz","This product is a Utz Ripples Original Potato Chips, 3.5 Oz from the brand Utz. It falls under the category of chips,food,grocery and contains ingredients such as potatoes,cottonseed oil and salt.. It is manufactured by utz quality foods, inc. (manufacturer code: 4nx64f5f8cb8)."
440,Ken's Steak House,"Food,Salad Dressings,Grocery","distilled vinegar,water,vegetable oil (soybean and/or canola),sugar,raspberry juice concentrate blend (red raspberry juice concentrate, pear juice concentrate, apple juice concentrate, pomegranate juice concentrate, plum juice concentrate, clarified pineapple juice concentrate, lemon juice concentrate, elderberry juice concentrate, natural flavors),contains less than 2 of: pomegranate juice concentrate,salt,natural flavor,xanthan gum,garlic juice,sodium benzoate and sorbic acid as preservatives,onion juice concentrate,spice,red 40,alpha-tocopheryl (to protect flavor),blue 1,beta carotene (color),.","KEN'S FOODS, INC.",4133533688,"Ken?S Steak House Lite Raspberry Pomegranate Dressing, 16 Fl Oz","This product is a Ken?S Steak House Lite Raspberry Pomegranate Dressing, 16 Fl Oz from the brand Ken's Steak House. It falls under the category of food,salad dressings,grocery and contains ingredients such as distilled vinegar,water,vegetable oil (soybean and/or canola),sugar,raspberry juice concentrate blend (red raspberry juice concentrate, pear juice concentrate, apple juice concentrate, pomegranate juice concentrate, plum juice concentrate, clarified pineapple juice concentrate, lemon juice concentrate, elderberry juice concentrate, natural flavors),contains less than 2 of: pomegranate juice concentrate,salt,natural flavor,xanthan gum,garlic juice,sodium benzoate and sorbic acid as preservatives,onion juice concentrate,spice,red 40,alpha-tocopheryl (to protect flavor),blue 1,beta carotene (color),.. It is manufactured by ken's foods, inc. (manufacturer code: 4133533688)."
441,Canada Dry,"Beverages,Food,Water,Grocery","carbonated water,natural flavors.","Dr Pepper/Seven Up, Inc",DPSUSC800080244,"Canada Dry Lemon Lime Sparkling Seltzer Water, 1 L","This product is a Canada Dry Lemon Lime Sparkling Seltzer Water, 1 L from the brand Canada Dry. It falls under the category of beverages,food,water,grocery and contains ingredients such as carbonated water,natural flavors.. It is manufactured by dr pepper/seven up, inc (manufacturer code: dpsusc800080244)."
442,MRS CRIMBLES,"Grocery,Food,Cookies","coconut,sugar (not products of genetic engineering),glucose syrup (not products of genetic engineering),egg white,potato starch,dextrose (not products of genetic engineering),.",STILETTO FOODS (UK) LTD,8.86294E+11,Mrs Crimble'S Traditional Coconut Macaroons,"This product is a Mrs Crimble'S Traditional Coconut Macaroons from the brand MRS CRIMBLES. It falls under the category of grocery,food,cookies and contains ingredients such as coconut,sugar (not products of genetic engineering),glucose syrup (not products of genetic engineering),egg white,potato starch,dextrose (not products of genetic engineering),.. It is manufactured by stiletto foods (uk) ltd (manufacturer code: 8.86294e+11)."
443,Streit's,"Soups,Food,Grocery","green and yellow peas,enriched macaroni (semolina, niacin, ferrous sulfate, thiamin mononitrate, riboflavin and folic acid),precooked red beans,dextrose,salt,paprika,onions,carrots,tomatoes cottonseed oil,natural flavor,white pepper.",Aron Streit Inc.,25902,Streits  210990 Streits Soup Mix Minestrone - Case Of 12 - 6 Oz,"This product is a Streits  210990 Streits Soup Mix Minestrone - Case Of 12 - 6 Oz from the brand Streit's. It falls under the category of soups,food,grocery and contains ingredients such as green and yellow peas,enriched macaroni (semolina, niacin, ferrous sulfate, thiamin mononitrate, riboflavin and folic acid),precooked red beans,dextrose,salt,paprika,onions,carrots,tomatoes cottonseed oil,natural flavor,white pepper.. It is manufactured by aron streit inc. (manufacturer code: 25902)."
444,PowerBar,"Beverages,Food,Grocery","dual source energy blend (sugar, glucose syrup from wheat, invert sugar),water,gelatin and less than 2 of citric acid,glycerin,strawberry juice concentrate,banana puree,coconut and/or palm kernel oil,sodium citrate,carrageenan,locust bean gum,caffeine,natural and artificial flavor,black carrot juice concentrate (color),carnauba wax,lemon peel extract,turmeric extract (color),.",PowerBar,9742115005,Powerbar - Performance Energy Blasts Gel Filled Chews Strawberry Banana - 2.12 Oz.,"This product is a Powerbar - Performance Energy Blasts Gel Filled Chews Strawberry Banana - 2.12 Oz. from the brand PowerBar. It falls under the category of beverages,food,grocery and contains ingredients such as dual source energy blend (sugar, glucose syrup from wheat, invert sugar),water,gelatin and less than 2 of citric acid,glycerin,strawberry juice concentrate,banana puree,coconut and/or palm kernel oil,sodium citrate,carrageenan,locust bean gum,caffeine,natural and artificial flavor,black carrot juice concentrate (color),carnauba wax,lemon peel extract,turmeric extract (color),.. It is manufactured by powerbar (manufacturer code: 9742115005)."
445,Harney & Sons,"Beverages,Tea,Food,Grocery","triple filtered water,organic cane sugar,brewed from select organic black tea,organic honey,natural peach flavor,ascorbic acid,citric acid,sodium citrate.",HARNEY & SONS,512988,"Harney & Sons Black Tea, Invigorating, Organic Peach","This product is a Harney & Sons Black Tea, Invigorating, Organic Peach from the brand Harney & Sons. It falls under the category of beverages,tea,food,grocery and contains ingredients such as triple filtered water,organic cane sugar,brewed from select organic black tea,organic honey,natural peach flavor,ascorbic acid,citric acid,sodium citrate.. It is manufactured by harney & sons (manufacturer code: 512988)."
446,DeLallo,"Food,Canned Vegetables,Grocery","diced tomatoes,tomato juice,salt,citric acid.","George DeLallo Co., Inc.",042322-8,Diced Tomatoes,"This product is a Diced Tomatoes from the brand DeLallo. It falls under the category of food,canned vegetables,grocery and contains ingredients such as diced tomatoes,tomato juice,salt,citric acid.. It is manufactured by george delallo co., inc. (manufacturer code: 042322-8)."
447,Utz,"Food,Chips,Grocery","whole fresh potatoes,sliced and cooked in 100% cottonseed oil,with salt added. no preservatives added.",Utz Quality Foods,1105,"Utz Potato Chips, 6 Oz","This product is a Utz Potato Chips, 6 Oz from the brand Utz. It falls under the category of food,chips,grocery and contains ingredients such as whole fresh potatoes,sliced and cooked in 100% cottonseed oil,with salt added. no preservatives added.. It is manufactured by utz quality foods (manufacturer code: 1105)."
448,Good Health,"Chips,Food,Grocery","potatoes,avocado oil,salt,whey,lime juice powder (maltodextrin, lime juice),sugar,dextrose,vinegar powder (maltodextrin, white distilled vinegar),citric acid,buttermilk powder,spices,malic acid. safe handling",Good Health Natural Products Inc.,403584,Good Health Natural Foods - Avocado Oil Kettle Chips Lime Ranch - 5 Oz.,"This product is a Good Health Natural Foods - Avocado Oil Kettle Chips Lime Ranch - 5 Oz. from the brand Good Health. It falls under the category of chips,food,grocery and contains ingredients such as potatoes,avocado oil,salt,whey,lime juice powder (maltodextrin, lime juice),sugar,dextrose,vinegar powder (maltodextrin, white distilled vinegar),citric acid,buttermilk powder,spices,malic acid. safe handling. It is manufactured by good health natural products inc. (manufacturer code: 403584)."
449,Utz,"Chips,Food,Grocery","potatoes,cottonseed oil,dextrose,salt,sugar,corn flour,torula yeast,onion and garlic powders,horseradish powder,tomato powder,natural coloring (includes extractives of paprika, annatto and turmeric),spice extractives,natural smoke flavor.","UTZ Quality Foods, Inc.",21Q3Y30ZN51D,"Utz Potato Chips Bar-B-Q Flavored, 1.875 Oz","This product is a Utz Potato Chips Bar-B-Q Flavored, 1.875 Oz from the brand Utz. It falls under the category of chips,food,grocery and contains ingredients such as potatoes,cottonseed oil,dextrose,salt,sugar,corn flour,torula yeast,onion and garlic powders,horseradish powder,tomato powder,natural coloring (includes extractives of paprika, annatto and turmeric),spice extractives,natural smoke flavor.. It is manufactured by utz quality foods, inc. (manufacturer code: 21q3y30zn51d)."
450,Bachman,"Food,Chips,Grocery","whole grain corn flour,corn oil,whole grain brown rice flour,flax seeds,oat fiber,evaporated cane juice,toasted sesame seeds,sunflower seeds,quinoa,sea salt. contains sesame seeds. made in a nut free facility.",UTZ,342TW8ARRHDZ,"Bachman Multigrain Deli Style Tortilla Chips, 10 Oz","This product is a Bachman Multigrain Deli Style Tortilla Chips, 10 Oz from the brand Bachman. It falls under the category of food,chips,grocery and contains ingredients such as whole grain corn flour,corn oil,whole grain brown rice flour,flax seeds,oat fiber,evaporated cane juice,toasted sesame seeds,sunflower seeds,quinoa,sea salt. contains sesame seeds. made in a nut free facility.. It is manufactured by utz (manufacturer code: 342tw8arrhdz)."
